fid,start_BusName,end_BusName,start_lat,start_lon,end_lat,end_lon,voltage,polarity,start_option,end_option,rid
391,6LOOPERS FRM_360602,8FRANKLIN TN_360069,34.708916,-84.922795,35.33506701,-86.11727644,500,ac,default,default,6LOOPERS_FRM_360602-8FRANKLIN_TN_360069
392,6LOOPERS FRM_360602,8GLEASON CT_360582,34.708916,-84.922795,36.24522988,-88.6114255,500,ac,default,default,6LOOPERS_FRM_360602-8GLEASON_CT_360582
393,6LOOPERS FRM_360602,8HAYWOOD TN_360542,34.708916,-84.922795,35.54308246,-89.19654872,500,ac,default,default,6LOOPERS_FRM_360602-8HAYWOOD_TN_360542
394,6LOOPERS FRM_360602,8HIWASSEE TN_360110,34.708916,-84.922795,35.60032498,-84.78911434,500,ac,default,default,6LOOPERS_FRM_360602-8HIWASSEE_TN_360110
395,6LOOPERS FRM_360602,8JACKSON TN_360019,34.708916,-84.922795,35.70901203,-88.79407261,500,ac,default,default,6LOOPERS_FRM_360602-8JACKSON_TN_360019
396,6LOOPERS FRM_360602,8JVILLE FP_360037,34.708916,-84.922795,36.02382902,-87.98154082,500,ac,default,default,6LOOPERS_FRM_360602-8JVILLE_FP_360037
397,6LOOPERS FRM_360602,8LAG CRK CC_360615,34.708916,-84.922795,35.65702785,-89.39460044,500,ac,default,default,6LOOPERS_FRM_360602-8LAG_CRK_CC_360615
398,6LOOPERS FRM_360602,8LAG CRK CT_360568,34.708916,-84.922795,36.27534882,-88.83423675,500,ac,default,default,6LOOPERS_FRM_360602-8LAG_CRK_CT_360568
399,6LOOPERS FRM_360602,8LIMESTONE_360088,34.708916,-84.922795,34.71890958,-86.84630969,500,ac,default,default,6LOOPERS_FRM_360602-8LIMESTONE_360088
400,6LOOPERS FRM_360602,8MADISON AL_360060,34.708916,-84.922795,34.79577878,-86.52158584,500,ac,default,default,6LOOPERS_FRM_360602-8MADISON_AL_360060
401,6LOOPERS FRM_360602,8MAGNOL CC1_360613,34.708916,-84.922795,34.8287922,-89.20041124,500,ac,default,default,6LOOPERS_FRM_360602-8MAGNOL_CC1_360613
402,6LOOPERS FRM_360602,8MARSHALL KY_360015,34.708916,-84.922795,37.02455006,-88.39384277,500,ac,default,default,6LOOPERS_FRM_360602-8MARSHALL_KY_360015
403,6LOOPERS FRM_360602,8MAURY TN_360050,34.708916,-84.922795,35.672863,-87.01861625,500,ac,default,default,6LOOPERS_FRM_360602-8MAURY_TN_360050
404,6LOOPERS FRM_360602,8MONTGOMERY_360044,34.708916,-84.922795,36.59438524,-87.25325857,500,ac,default,default,6LOOPERS_FRM_360602-8MONTGOMERY_360044
405,6LOOPERS FRM_360602,8PARADIS CC5_360185,34.708916,-84.922795,37.25966758,-86.97670194,500,ac,default,default,6LOOPERS_FRM_360602-8PARADIS_CC5_360185
406,6LOOPERS FRM_360602,8PARADISE CC_360117,34.708916,-84.922795,37.259697,-86.976991,500,ac,default,default,6LOOPERS_FRM_360602-8PARADISE_CC_360117
407,6LOOPERS FRM_360602,8PHIPPS B NP_360102,34.708916,-84.922795,36.46070569,-82.80788409,500,ac,default,default,6LOOPERS_FRM_360602-8PHIPPS_B_NP_360102
408,6LOOPERS FRM_360602,8PIN HOOK TN_360581,34.708916,-84.922795,36.04646628,-86.60595108,500,ac,default,default,6LOOPERS_FRM_360602-8PIN_HOOK_TN_360581
409,6LOOPERS FRM_360602,8PLATEAU TN_360077,34.708916,-84.922795,36.05858036,-85.14194112,500,ac,default,default,6LOOPERS_FRM_360602-8PLATEAU_TN_360077
410,6LOOPERS FRM_360602,8RACCOON MTN_360079,34.708916,-84.922795,35.05681146,-85.38724619,500,ac,default,default,6LOOPERS_FRM_360602-8RACCOON_MTN_360079
411,6LOOPERS FRM_360602,8RUTHERFORD_360010,34.708916,-84.922795,35.82791498,-86.59841524,500,ac,default,default,6LOOPERS_FRM_360602-8RUTHERFORD_360010
412,6LOOPERS FRM_360602,8SEQUOYAH NP_360081,34.708916,-84.922795,35.22706031,-85.09419774,500,ac,default,default,6LOOPERS_FRM_360602-8SEQUOYAH_NP_360081
413,6LOOPERS FRM_360602,8SHAWNEE FP_360001,34.708916,-84.922795,37.150267,-88.778122,500,ac,default,default,6LOOPERS_FRM_360602-8SHAWNEE_FP_360001
414,6LOOPERS FRM_360602,8SHELBY TN_360021,34.708916,-84.922795,35.38606284,-89.80340294,500,ac,default,default,6LOOPERS_FRM_360602-8SHELBY_TN_360021
415,6LOOPERS FRM_360602,8TRICO STEEL_360014,34.708916,-84.922795,34.60872576,-87.05506218,500,ac,default,default,6LOOPERS_FRM_360602-8TRICO_STEEL_360014
416,6LOOPERS FRM_360602,8UNION MS_360033,34.708916,-84.922795,34.37783096,-88.85850114,500,ac,default,default,6LOOPERS_FRM_360602-8UNION_MS_360033
417,6LOOPERS FRM_360602,8VOLUNTEER_360097,34.708916,-84.922795,36.1219789,-83.81482256,500,ac,default,default,6LOOPERS_FRM_360602-8VOLUNTEER_360097
418,6LOOPERS FRM_360602,8WEST POINT_360035,34.708916,-84.922795,33.63551392,-88.65363834,500,ac,default,default,6LOOPERS_FRM_360602-8WEST_POINT_360035
419,6LOOPERS FRM_360602,8WID CRK FP_360065,34.708916,-84.922795,34.88726197,-85.75423778,500,ac,default,default,6LOOPERS_FRM_360602-8WID_CRK_FP_360065
420,6LOOPERS FRM_360602,8WILSON TN_360071,34.708916,-84.922795,36.2052377,-86.46506033,500,ac,default,default,6LOOPERS_FRM_360602-8WILSON_TN_360071
421,6ROCK SPG GA_361500,6S HAVEN CC_360594,34.83897801,-85.28020801,34.99627529,-90.0485284,230,ac,default,default,6ROCK_SPG_GA_361500-6S_HAVEN_CC_360594
422,6ROCK SPG GA_361500,6WID CRK FP_360068,34.83897801,-85.28020801,34.88515896,-85.75604163,230,ac,default,default,6ROCK_SPG_GA_361500-6WID_CRK_FP_360068
423,6ROCK SPG GA_361500,6WRINGOLD GA_361504,34.83897801,-85.28020801,34.89324284,-85.13750475,230,ac,default,default,6ROCK_SPG_GA_361500-6WRINGOLD_GA_361504
424,6ROCK SPG GA_361500,6YOUNG GA_361454,34.83897801,-85.28020801,34.75072952,-85.27349349,230,ac,default,default,6ROCK_SPG_GA_361500-6YOUNG_GA_361454
425,6ROCK SPG GA_361500,7SHAWNEE FP_360002,34.83897801,-85.28020801,37.150267,-88.778122,345,ac,default,default,6ROCK_SPG_GA_361500-7SHAWNEE_FP_360002
426,6ROCK SPG GA_361500,8ACKERMAN CC_360627,34.83897801,-85.28020801,33.38593855,-89.20997726,500,ac,default,default,6ROCK_SPG_GA_361500-8ACKERMAN_CC_360627
427,6ROCK SPG GA_361500,8ANDERSON TN_360120,34.83897801,-85.28020801,35.94503289,-84.38856432,500,ac,default,default,6ROCK_SPG_GA_361500-8ANDERSON_TN_360120
428,6ROCK SPG GA_361500,8BENTON MS_360612,34.83897801,-85.28020801,35.17466126,-89.74553609,500,ac,default,default,6ROCK_SPG_GA_361500-8BENTON_MS_360612
429,6ROCK SPG GA_361500,8BHAM STEEL_360075,34.83897801,-85.28020801,34.99627529,-90.0485284,500,ac,default,default,6ROCK_SPG_GA_361500-8BHAM_STEEL_360075
430,6ROCK SPG GA_361500,8BR FERRY NP_360052,34.83897801,-85.28020801,34.70520875,-87.11705751,500,ac,default,default,6ROCK_SPG_GA_361500-8BR_FERRY_NP_360052
431,6ROCK SPG GA_361500,8BRADLEY TN_360662,34.83897801,-85.28020801,35.0367008,-84.963798,500,ac,default,default,6ROCK_SPG_GA_361500-8BRADLEY_TN_360662
432,6ROCK SPG GA_361500,8BULL RUN FP_360093,34.83897801,-85.28020801,36.01895969,-84.15785445,500,ac,default,default,6ROCK_SPG_GA_361500-8BULL_RUN_FP_360093
433,6ROCK SPG GA_361500,8CHOCTAW MS_360654,34.83897801,-85.28020801,33.2984397,-89.4127739,500,ac,default,default,6ROCK_SPG_GA_361500-8CHOCTAW_MS_360654
434,6ROCK SPG GA_361500,8CLAY_360688,34.83897801,-85.28020801,33.47863869,-88.74043971,500,ac,default,default,6ROCK_SPG_GA_361500-8CLAY_360688
435,6ROCK SPG GA_361500,8COGEN CALED_360606,34.83897801,-85.28020801,33.64779158,-88.31593565,500,ac,default,default,6ROCK_SPG_GA_361500-8COGEN_CALED_360606
436,6ROCK SPG GA_361500,8CUMBERLAND_360040,34.83897801,-85.28020801,36.3921331,-87.65747953,500,ac,default,default,6ROCK_SPG_GA_361500-8CUMBERLAND_360040
437,6ROCK SPG GA_361500,8DAVIDSON TN_360048,34.83897801,-85.28020801,36.06703747,-86.9841046,500,ac,default,default,6ROCK_SPG_GA_361500-8DAVIDSON_TN_360048
438,6ROCK SPG GA_361500,8E POINT AL_360058,34.83897801,-85.28020801,34.19181783,-86.74805975,500,ac,default,default,6ROCK_SPG_GA_361500-8E_POINT_AL_360058
439,6ROCK SPG GA_361500,8FRANKLIN TN_360069,34.83897801,-85.28020801,35.33506701,-86.11727644,500,ac,default,default,6ROCK_SPG_GA_361500-8FRANKLIN_TN_360069
440,6ROCK SPG GA_361500,8GLEASON CT_360582,34.83897801,-85.28020801,36.24522988,-88.6114255,500,ac,default,default,6ROCK_SPG_GA_361500-8GLEASON_CT_360582
441,6ROCK SPG GA_361500,8HAYWOOD TN_360542,34.83897801,-85.28020801,35.54308246,-89.19654872,500,ac,default,default,6ROCK_SPG_GA_361500-8HAYWOOD_TN_360542
442,6ROCK SPG GA_361500,8HIWASSEE TN_360110,34.83897801,-85.28020801,35.60032498,-84.78911434,500,ac,default,default,6ROCK_SPG_GA_361500-8HIWASSEE_TN_360110
443,6ROCK SPG GA_361500,8JACKSON TN_360019,34.83897801,-85.28020801,35.70901203,-88.79407261,500,ac,default,default,6ROCK_SPG_GA_361500-8JACKSON_TN_360019
444,6ROCK SPG GA_361500,8JVILLE FP_360037,34.83897801,-85.28020801,36.02382902,-87.98154082,500,ac,default,default,6ROCK_SPG_GA_361500-8JVILLE_FP_360037
445,6ROCK SPG GA_361500,8LAG CRK CC_360615,34.83897801,-85.28020801,35.65702785,-89.39460044,500,ac,default,default,6ROCK_SPG_GA_361500-8LAG_CRK_CC_360615
446,6ROCK SPG GA_361500,8LAG CRK CT_360568,34.83897801,-85.28020801,36.27534882,-88.83423675,500,ac,default,default,6ROCK_SPG_GA_361500-8LAG_CRK_CT_360568
447,6ROCK SPG GA_361500,8LIMESTONE_360088,34.83897801,-85.28020801,34.71890958,-86.84630969,500,ac,default,default,6ROCK_SPG_GA_361500-8LIMESTONE_360088
448,6ROCK SPG GA_361500,8MADISON AL_360060,34.83897801,-85.28020801,34.79577878,-86.52158584,500,ac,default,default,6ROCK_SPG_GA_361500-8MADISON_AL_360060
449,6ROCK SPG GA_361500,8MAGNOL CC1_360613,34.83897801,-85.28020801,34.8287922,-89.20041124,500,ac,default,default,6ROCK_SPG_GA_361500-8MAGNOL_CC1_360613
450,6ROCK SPG GA_361500,8MARSHALL KY_360015,34.83897801,-85.28020801,37.02455006,-88.39384277,500,ac,default,default,6ROCK_SPG_GA_361500-8MARSHALL_KY_360015
451,6ROCK SPG GA_361500,8MAURY TN_360050,34.83897801,-85.28020801,35.672863,-87.01861625,500,ac,default,default,6ROCK_SPG_GA_361500-8MAURY_TN_360050
452,6ROCK SPG GA_361500,8MONTGOMERY_360044,34.83897801,-85.28020801,36.59438524,-87.25325857,500,ac,default,default,6ROCK_SPG_GA_361500-8MONTGOMERY_360044
453,6ROCK SPG GA_361500,8PARADIS CC5_360185,34.83897801,-85.28020801,37.25966758,-86.97670194,500,ac,default,default,6ROCK_SPG_GA_361500-8PARADIS_CC5_360185
454,6ROCK SPG GA_361500,8PARADISE CC_360117,34.83897801,-85.28020801,37.259697,-86.976991,500,ac,default,default,6ROCK_SPG_GA_361500-8PARADISE_CC_360117
455,6ROCK SPG GA_361500,8PHIPPS B NP_360102,34.83897801,-85.28020801,36.46070569,-82.80788409,500,ac,default,default,6ROCK_SPG_GA_361500-8PHIPPS_B_NP_360102
456,6ROCK SPG GA_361500,8PIN HOOK TN_360581,34.83897801,-85.28020801,36.04646628,-86.60595108,500,ac,default,default,6ROCK_SPG_GA_361500-8PIN_HOOK_TN_360581
457,6ROCK SPG GA_361500,8PLATEAU TN_360077,34.83897801,-85.28020801,36.05858036,-85.14194112,500,ac,default,default,6ROCK_SPG_GA_361500-8PLATEAU_TN_360077
458,6ROCK SPG GA_361500,8RACCOON MTN_360079,34.83897801,-85.28020801,35.05681146,-85.38724619,500,ac,default,default,6ROCK_SPG_GA_361500-8RACCOON_MTN_360079
459,6ROCK SPG GA_361500,8RUTHERFORD_360010,34.83897801,-85.28020801,35.82791498,-86.59841524,500,ac,default,default,6ROCK_SPG_GA_361500-8RUTHERFORD_360010
460,6ROCK SPG GA_361500,8SEQUOYAH NP_360081,34.83897801,-85.28020801,35.22706031,-85.09419774,500,ac,default,default,6ROCK_SPG_GA_361500-8SEQUOYAH_NP_360081
461,6ROCK SPG GA_361500,8SHAWNEE FP_360001,34.83897801,-85.28020801,37.150267,-88.778122,500,ac,default,default,6ROCK_SPG_GA_361500-8SHAWNEE_FP_360001
462,6ROCK SPG GA_361500,8SHELBY TN_360021,34.83897801,-85.28020801,35.38606284,-89.80340294,500,ac,default,default,6ROCK_SPG_GA_361500-8SHELBY_TN_360021
463,6ROCK SPG GA_361500,8TRICO STEEL_360014,34.83897801,-85.28020801,34.60872576,-87.05506218,500,ac,default,default,6ROCK_SPG_GA_361500-8TRICO_STEEL_360014
464,6ROCK SPG GA_361500,8UNION MS_360033,34.83897801,-85.28020801,34.37783096,-88.85850114,500,ac,default,default,6ROCK_SPG_GA_361500-8UNION_MS_360033
465,6ROCK SPG GA_361500,8VOLUNTEER_360097,34.83897801,-85.28020801,36.1219789,-83.81482256,500,ac,default,default,6ROCK_SPG_GA_361500-8VOLUNTEER_360097
466,6ROCK SPG GA_361500,8WEST POINT_360035,34.83897801,-85.28020801,33.63551392,-88.65363834,500,ac,default,default,6ROCK_SPG_GA_361500-8WEST_POINT_360035
467,6ROCK SPG GA_361500,8WID CRK FP_360065,34.83897801,-85.28020801,34.88726197,-85.75423778,500,ac,default,default,6ROCK_SPG_GA_361500-8WID_CRK_FP_360065
468,6ROCK SPG GA_361500,8WILSON TN_360071,34.83897801,-85.28020801,36.2052377,-86.46506033,500,ac,default,default,6ROCK_SPG_GA_361500-8WILSON_TN_360071
469,6S HAVEN CC_360594,6WID CRK FP_360068,34.99627529,-90.0485284,34.88515896,-85.75604163,230,ac,default,default,6S_HAVEN_CC_360594-6WID_CRK_FP_360068
470,6S HAVEN CC_360594,6WRINGOLD GA_361504,34.99627529,-90.0485284,34.89324284,-85.13750475,230,ac,default,default,6S_HAVEN_CC_360594-6WRINGOLD_GA_361504
471,6S HAVEN CC_360594,6YOUNG GA_361454,34.99627529,-90.0485284,34.75072952,-85.27349349,230,ac,default,default,6S_HAVEN_CC_360594-6YOUNG_GA_361454
472,6S HAVEN CC_360594,7SHAWNEE FP_360002,34.99627529,-90.0485284,37.150267,-88.778122,345,ac,default,default,6S_HAVEN_CC_360594-7SHAWNEE_FP_360002
473,6S HAVEN CC_360594,8ACKERMAN CC_360627,34.99627529,-90.0485284,33.38593855,-89.20997726,500,ac,default,default,6S_HAVEN_CC_360594-8ACKERMAN_CC_360627
474,6S HAVEN CC_360594,8ANDERSON TN_360120,34.99627529,-90.0485284,35.94503289,-84.38856432,500,ac,default,default,6S_HAVEN_CC_360594-8ANDERSON_TN_360120
475,6S HAVEN CC_360594,8BENTON MS_360612,34.99627529,-90.0485284,35.17466126,-89.74553609,500,ac,default,default,6S_HAVEN_CC_360594-8BENTON_MS_360612
476,6S HAVEN CC_360594,8BHAM STEEL_360075,34.99627529,-90.0485284,34.99627529,-90.0485284,500,ac,default,default,6S_HAVEN_CC_360594-8BHAM_STEEL_360075
477,6S HAVEN CC_360594,8BR FERRY NP_360052,34.99627529,-90.0485284,34.70520875,-87.11705751,500,ac,default,default,6S_HAVEN_CC_360594-8BR_FERRY_NP_360052
478,6S HAVEN CC_360594,8BRADLEY TN_360662,34.99627529,-90.0485284,35.0367008,-84.963798,500,ac,default,default,6S_HAVEN_CC_360594-8BRADLEY_TN_360662
479,6S HAVEN CC_360594,8BULL RUN FP_360093,34.99627529,-90.0485284,36.01895969,-84.15785445,500,ac,default,default,6S_HAVEN_CC_360594-8BULL_RUN_FP_360093
480,6S HAVEN CC_360594,8CHOCTAW MS_360654,34.99627529,-90.0485284,33.2984397,-89.4127739,500,ac,default,default,6S_HAVEN_CC_360594-8CHOCTAW_MS_360654
481,6S HAVEN CC_360594,8CLAY_360688,34.99627529,-90.0485284,33.47863869,-88.74043971,500,ac,default,default,6S_HAVEN_CC_360594-8CLAY_360688
482,6S HAVEN CC_360594,8COGEN CALED_360606,34.99627529,-90.0485284,33.64779158,-88.31593565,500,ac,default,default,6S_HAVEN_CC_360594-8COGEN_CALED_360606
483,6S HAVEN CC_360594,8CUMBERLAND_360040,34.99627529,-90.0485284,36.3921331,-87.65747953,500,ac,default,default,6S_HAVEN_CC_360594-8CUMBERLAND_360040
484,6S HAVEN CC_360594,8DAVIDSON TN_360048,34.99627529,-90.0485284,36.06703747,-86.9841046,500,ac,default,default,6S_HAVEN_CC_360594-8DAVIDSON_TN_360048
485,6S HAVEN CC_360594,8E POINT AL_360058,34.99627529,-90.0485284,34.19181783,-86.74805975,500,ac,default,default,6S_HAVEN_CC_360594-8E_POINT_AL_360058
486,6S HAVEN CC_360594,8FRANKLIN TN_360069,34.99627529,-90.0485284,35.33506701,-86.11727644,500,ac,default,default,6S_HAVEN_CC_360594-8FRANKLIN_TN_360069
487,6S HAVEN CC_360594,8GLEASON CT_360582,34.99627529,-90.0485284,36.24522988,-88.6114255,500,ac,default,default,6S_HAVEN_CC_360594-8GLEASON_CT_360582
488,6S HAVEN CC_360594,8HAYWOOD TN_360542,34.99627529,-90.0485284,35.54308246,-89.19654872,500,ac,default,default,6S_HAVEN_CC_360594-8HAYWOOD_TN_360542
489,6S HAVEN CC_360594,8HIWASSEE TN_360110,34.99627529,-90.0485284,35.60032498,-84.78911434,500,ac,default,default,6S_HAVEN_CC_360594-8HIWASSEE_TN_360110
490,6S HAVEN CC_360594,8JACKSON TN_360019,34.99627529,-90.0485284,35.70901203,-88.79407261,500,ac,default,default,6S_HAVEN_CC_360594-8JACKSON_TN_360019
491,6S HAVEN CC_360594,8JVILLE FP_360037,34.99627529,-90.0485284,36.02382902,-87.98154082,500,ac,default,default,6S_HAVEN_CC_360594-8JVILLE_FP_360037
492,6S HAVEN CC_360594,8LAG CRK CC_360615,34.99627529,-90.0485284,35.65702785,-89.39460044,500,ac,default,default,6S_HAVEN_CC_360594-8LAG_CRK_CC_360615
493,6S HAVEN CC_360594,8LAG CRK CT_360568,34.99627529,-90.0485284,36.27534882,-88.83423675,500,ac,default,default,6S_HAVEN_CC_360594-8LAG_CRK_CT_360568
494,6S HAVEN CC_360594,8LIMESTONE_360088,34.99627529,-90.0485284,34.71890958,-86.84630969,500,ac,default,default,6S_HAVEN_CC_360594-8LIMESTONE_360088
495,6S HAVEN CC_360594,8MADISON AL_360060,34.99627529,-90.0485284,34.79577878,-86.52158584,500,ac,default,default,6S_HAVEN_CC_360594-8MADISON_AL_360060
496,6S HAVEN CC_360594,8MAGNOL CC1_360613,34.99627529,-90.0485284,34.8287922,-89.20041124,500,ac,default,default,6S_HAVEN_CC_360594-8MAGNOL_CC1_360613
497,6S HAVEN CC_360594,8MARSHALL KY_360015,34.99627529,-90.0485284,37.02455006,-88.39384277,500,ac,default,default,6S_HAVEN_CC_360594-8MARSHALL_KY_360015
498,6S HAVEN CC_360594,8MAURY TN_360050,34.99627529,-90.0485284,35.672863,-87.01861625,500,ac,default,default,6S_HAVEN_CC_360594-8MAURY_TN_360050
499,6S HAVEN CC_360594,8MONTGOMERY_360044,34.99627529,-90.0485284,36.59438524,-87.25325857,500,ac,default,default,6S_HAVEN_CC_360594-8MONTGOMERY_360044
500,6S HAVEN CC_360594,8PARADIS CC5_360185,34.99627529,-90.0485284,37.25966758,-86.97670194,500,ac,default,default,6S_HAVEN_CC_360594-8PARADIS_CC5_360185
501,6S HAVEN CC_360594,8PARADISE CC_360117,34.99627529,-90.0485284,37.259697,-86.976991,500,ac,default,default,6S_HAVEN_CC_360594-8PARADISE_CC_360117
502,6S HAVEN CC_360594,8PHIPPS B NP_360102,34.99627529,-90.0485284,36.46070569,-82.80788409,500,ac,default,default,6S_HAVEN_CC_360594-8PHIPPS_B_NP_360102
503,6S HAVEN CC_360594,8PIN HOOK TN_360581,34.99627529,-90.0485284,36.04646628,-86.60595108,500,ac,default,default,6S_HAVEN_CC_360594-8PIN_HOOK_TN_360581
504,6S HAVEN CC_360594,8PLATEAU TN_360077,34.99627529,-90.0485284,36.05858036,-85.14194112,500,ac,default,default,6S_HAVEN_CC_360594-8PLATEAU_TN_360077
505,6S HAVEN CC_360594,8RACCOON MTN_360079,34.99627529,-90.0485284,35.05681146,-85.38724619,500,ac,default,default,6S_HAVEN_CC_360594-8RACCOON_MTN_360079
506,6S HAVEN CC_360594,8RUTHERFORD_360010,34.99627529,-90.0485284,35.82791498,-86.59841524,500,ac,default,default,6S_HAVEN_CC_360594-8RUTHERFORD_360010
507,6S HAVEN CC_360594,8SEQUOYAH NP_360081,34.99627529,-90.0485284,35.22706031,-85.09419774,500,ac,default,default,6S_HAVEN_CC_360594-8SEQUOYAH_NP_360081
508,6S HAVEN CC_360594,8SHAWNEE FP_360001,34.99627529,-90.0485284,37.150267,-88.778122,500,ac,default,default,6S_HAVEN_CC_360594-8SHAWNEE_FP_360001
509,6S HAVEN CC_360594,8SHELBY TN_360021,34.99627529,-90.0485284,35.38606284,-89.80340294,500,ac,default,default,6S_HAVEN_CC_360594-8SHELBY_TN_360021
510,6S HAVEN CC_360594,8TRICO STEEL_360014,34.99627529,-90.0485284,34.60872576,-87.05506218,500,ac,default,default,6S_HAVEN_CC_360594-8TRICO_STEEL_360014
511,6S HAVEN CC_360594,8UNION MS_360033,34.99627529,-90.0485284,34.37783096,-88.85850114,500,ac,default,default,6S_HAVEN_CC_360594-8UNION_MS_360033
512,6S HAVEN CC_360594,8VOLUNTEER_360097,34.99627529,-90.0485284,36.1219789,-83.81482256,500,ac,default,default,6S_HAVEN_CC_360594-8VOLUNTEER_360097
513,6S HAVEN CC_360594,8WEST POINT_360035,34.99627529,-90.0485284,33.63551392,-88.65363834,500,ac,default,default,6S_HAVEN_CC_360594-8WEST_POINT_360035
514,6S HAVEN CC_360594,8WID CRK FP_360065,34.99627529,-90.0485284,34.88726197,-85.75423778,500,ac,default,default,6S_HAVEN_CC_360594-8WID_CRK_FP_360065
515,6S HAVEN CC_360594,8WILSON TN_360071,34.99627529,-90.0485284,36.2052377,-86.46506033,500,ac,default,default,6S_HAVEN_CC_360594-8WILSON_TN_360071
516,6WID CRK FP_360068,6WRINGOLD GA_361504,34.88515896,-85.75604163,34.89324284,-85.13750475,230,ac,default,default,6WID_CRK_FP_360068-6WRINGOLD_GA_361504
517,6WID CRK FP_360068,6YOUNG GA_361454,34.88515896,-85.75604163,34.75072952,-85.27349349,230,ac,default,default,6WID_CRK_FP_360068-6YOUNG_GA_361454
518,6WID CRK FP_360068,7SHAWNEE FP_360002,34.88515896,-85.75604163,37.150267,-88.778122,345,ac,default,default,6WID_CRK_FP_360068-7SHAWNEE_FP_360002
519,6WID CRK FP_360068,8ACKERMAN CC_360627,34.88515896,-85.75604163,33.38593855,-89.20997726,500,ac,default,default,6WID_CRK_FP_360068-8ACKERMAN_CC_360627
520,6WID CRK FP_360068,8ANDERSON TN_360120,34.88515896,-85.75604163,35.94503289,-84.38856432,500,ac,default,default,6WID_CRK_FP_360068-8ANDERSON_TN_360120
521,6WID CRK FP_360068,8BENTON MS_360612,34.88515896,-85.75604163,35.17466126,-89.74553609,500,ac,default,default,6WID_CRK_FP_360068-8BENTON_MS_360612
522,6WID CRK FP_360068,8BHAM STEEL_360075,34.88515896,-85.75604163,34.99627529,-90.0485284,500,ac,default,default,6WID_CRK_FP_360068-8BHAM_STEEL_360075
523,6WID CRK FP_360068,8BR FERRY NP_360052,34.88515896,-85.75604163,34.70520875,-87.11705751,500,ac,default,default,6WID_CRK_FP_360068-8BR_FERRY_NP_360052
524,6WID CRK FP_360068,8BRADLEY TN_360662,34.88515896,-85.75604163,35.0367008,-84.963798,500,ac,default,default,6WID_CRK_FP_360068-8BRADLEY_TN_360662
525,6WID CRK FP_360068,8BULL RUN FP_360093,34.88515896,-85.75604163,36.01895969,-84.15785445,500,ac,default,default,6WID_CRK_FP_360068-8BULL_RUN_FP_360093
526,6WID CRK FP_360068,8CHOCTAW MS_360654,34.88515896,-85.75604163,33.2984397,-89.4127739,500,ac,default,default,6WID_CRK_FP_360068-8CHOCTAW_MS_360654
527,6WID CRK FP_360068,8CLAY_360688,34.88515896,-85.75604163,33.47863869,-88.74043971,500,ac,default,default,6WID_CRK_FP_360068-8CLAY_360688
528,6WID CRK FP_360068,8COGEN CALED_360606,34.88515896,-85.75604163,33.64779158,-88.31593565,500,ac,default,default,6WID_CRK_FP_360068-8COGEN_CALED_360606
529,6WID CRK FP_360068,8CUMBERLAND_360040,34.88515896,-85.75604163,36.3921331,-87.65747953,500,ac,default,default,6WID_CRK_FP_360068-8CUMBERLAND_360040
530,6WID CRK FP_360068,8DAVIDSON TN_360048,34.88515896,-85.75604163,36.06703747,-86.9841046,500,ac,default,default,6WID_CRK_FP_360068-8DAVIDSON_TN_360048
531,6WID CRK FP_360068,8E POINT AL_360058,34.88515896,-85.75604163,34.19181783,-86.74805975,500,ac,default,default,6WID_CRK_FP_360068-8E_POINT_AL_360058
532,6WID CRK FP_360068,8FRANKLIN TN_360069,34.88515896,-85.75604163,35.33506701,-86.11727644,500,ac,default,default,6WID_CRK_FP_360068-8FRANKLIN_TN_360069
533,6WID CRK FP_360068,8GLEASON CT_360582,34.88515896,-85.75604163,36.24522988,-88.6114255,500,ac,default,default,6WID_CRK_FP_360068-8GLEASON_CT_360582
534,6WID CRK FP_360068,8HAYWOOD TN_360542,34.88515896,-85.75604163,35.54308246,-89.19654872,500,ac,default,default,6WID_CRK_FP_360068-8HAYWOOD_TN_360542
535,6WID CRK FP_360068,8HIWASSEE TN_360110,34.88515896,-85.75604163,35.60032498,-84.78911434,500,ac,default,default,6WID_CRK_FP_360068-8HIWASSEE_TN_360110
536,6WID CRK FP_360068,8JACKSON TN_360019,34.88515896,-85.75604163,35.70901203,-88.79407261,500,ac,default,default,6WID_CRK_FP_360068-8JACKSON_TN_360019
537,6WID CRK FP_360068,8JVILLE FP_360037,34.88515896,-85.75604163,36.02382902,-87.98154082,500,ac,default,default,6WID_CRK_FP_360068-8JVILLE_FP_360037
538,6WID CRK FP_360068,8LAG CRK CC_360615,34.88515896,-85.75604163,35.65702785,-89.39460044,500,ac,default,default,6WID_CRK_FP_360068-8LAG_CRK_CC_360615
539,6WID CRK FP_360068,8LAG CRK CT_360568,34.88515896,-85.75604163,36.27534882,-88.83423675,500,ac,default,default,6WID_CRK_FP_360068-8LAG_CRK_CT_360568
540,6WID CRK FP_360068,8LIMESTONE_360088,34.88515896,-85.75604163,34.71890958,-86.84630969,500,ac,default,default,6WID_CRK_FP_360068-8LIMESTONE_360088
541,6WID CRK FP_360068,8MADISON AL_360060,34.88515896,-85.75604163,34.79577878,-86.52158584,500,ac,default,default,6WID_CRK_FP_360068-8MADISON_AL_360060
542,6WID CRK FP_360068,8MAGNOL CC1_360613,34.88515896,-85.75604163,34.8287922,-89.20041124,500,ac,default,default,6WID_CRK_FP_360068-8MAGNOL_CC1_360613
