fid,start_BusName,end_BusName,start_lat,start_lon,end_lat,end_lon,voltage,polarity,start_option,end_option,rid
804,8BENTON MS_360612,8TRICO STEEL_360014,35.17466126,-89.74553609,34.60872576,-87.05506218,500,ac,default,default,8BENTON_MS_360612-8TRICO_STEEL_360014
805,8BENTON MS_360612,8UNION MS_360033,35.17466126,-89.74553609,34.37783096,-88.85850114,500,ac,default,default,8BENTON_MS_360612-8UNION_MS_360033
806,8BENTON MS_360612,8VOLUNTEER_360097,35.17466126,-89.74553609,36.1219789,-83.81482256,500,ac,default,default,8BENTON_MS_360612-8VOLUNTEER_360097
807,8BENTON MS_360612,8WEST POINT_360035,35.17466126,-89.74553609,33.63551392,-88.65363834,500,ac,default,default,8BENTON_MS_360612-8WEST_POINT_360035
808,8BENTON MS_360612,8WID CRK FP_360065,35.17466126,-89.74553609,34.88726197,-85.75423778,500,ac,default,default,8BENTON_MS_360612-8WID_CRK_FP_360065
809,8BENTON MS_360612,8WILSON TN_360071,35.17466126,-89.74553609,36.2052377,-86.46506033,500,ac,default,default,8BENTON_MS_360612-8WILSON_TN_360071
810,8BR FERRY NP_360052,8BRADLEY TN_360662,34.70520875,-87.11705751,35.0367008,-84.963798,500,ac,default,default,8BR_FERRY_NP_360052-8BRADLEY_TN_360662
811,8BR FERRY NP_360052,8BULL RUN FP_360093,34.70520875,-87.11705751,36.01895969,-84.15785445,500,ac,default,default,8BR_FERRY_NP_360052-8BULL_RUN_FP_360093
812,8BR FERRY NP_360052,8CHOCTAW MS_360654,34.70520875,-87.11705751,33.2984397,-89.4127739,500,ac,default,default,8BR_FERRY_NP_360052-8CHOCTAW_MS_360654
813,8BR FERRY NP_360052,8CLAY_360688,34.70520875,-87.11705751,33.47863869,-88.74043971,500,ac,default,default,8BR_FERRY_NP_360052-8CLAY_360688
814,8BR FERRY NP_360052,8COGEN CALED_360606,34.70520875,-87.11705751,33.64779158,-88.31593565,500,ac,default,default,8BR_FERRY_NP_360052-8COGEN_CALED_360606
815,8BR FERRY NP_360052,8CUMBERLAND_360040,34.70520875,-87.11705751,36.3921331,-87.65747953,500,ac,default,default,8BR_FERRY_NP_360052-8CUMBERLAND_360040
816,8BR FERRY NP_360052,8DAVIDSON TN_360048,34.70520875,-87.11705751,36.06703747,-86.9841046,500,ac,default,default,8BR_FERRY_NP_360052-8DAVIDSON_TN_360048
817,8BR FERRY NP_360052,8E POINT AL_360058,34.70520875,-87.11705751,34.19181783,-86.74805975,500,ac,default,default,8BR_FERRY_NP_360052-8E_POINT_AL_360058
818,8BR FERRY NP_360052,8FRANKLIN TN_360069,34.70520875,-87.11705751,35.33506701,-86.11727644,500,ac,default,default,8BR_FERRY_NP_360052-8FRANKLIN_TN_360069
819,8BR FERRY NP_360052,8GLEASON CT_360582,34.70520875,-87.11705751,36.24522988,-88.6114255,500,ac,default,default,8BR_FERRY_NP_360052-8GLEASON_CT_360582
820,8BR FERRY NP_360052,8HAYWOOD TN_360542,34.70520875,-87.11705751,35.54308246,-89.19654872,500,ac,default,default,8BR_FERRY_NP_360052-8HAYWOOD_TN_360542
821,8BR FERRY NP_360052,8HIWASSEE TN_360110,34.70520875,-87.11705751,35.60032498,-84.78911434,500,ac,default,default,8BR_FERRY_NP_360052-8HIWASSEE_TN_360110
822,8BR FERRY NP_360052,8JACKSON TN_360019,34.70520875,-87.11705751,35.70901203,-88.79407261,500,ac,default,default,8BR_FERRY_NP_360052-8JACKSON_TN_360019
823,8BR FERRY NP_360052,8JVILLE FP_360037,34.70520875,-87.11705751,36.02382902,-87.98154082,500,ac,default,default,8BR_FERRY_NP_360052-8JVILLE_FP_360037
824,8BR FERRY NP_360052,8LAG CRK CC_360615,34.70520875,-87.11705751,35.65702785,-89.39460044,500,ac,default,default,8BR_FERRY_NP_360052-8LAG_CRK_CC_360615
825,8BR FERRY NP_360052,8LAG CRK CT_360568,34.70520875,-87.11705751,36.27534882,-88.83423675,500,ac,default,default,8BR_FERRY_NP_360052-8LAG_CRK_CT_360568
826,8BR FERRY NP_360052,8LIMESTONE_360088,34.70520875,-87.11705751,34.71890958,-86.84630969,500,ac,default,default,8BR_FERRY_NP_360052-8LIMESTONE_360088
827,8BR FERRY NP_360052,8MADISON AL_360060,34.70520875,-87.11705751,34.79577878,-86.52158584,500,ac,default,default,8BR_FERRY_NP_360052-8MADISON_AL_360060
828,8BR FERRY NP_360052,8MAGNOL CC1_360613,34.70520875,-87.11705751,34.8287922,-89.20041124,500,ac,default,default,8BR_FERRY_NP_360052-8MAGNOL_CC1_360613
829,8BR FERRY NP_360052,8MARSHALL KY_360015,34.70520875,-87.11705751,37.02455006,-88.39384277,500,ac,default,default,8BR_FERRY_NP_360052-8MARSHALL_KY_360015
830,8BR FERRY NP_360052,8MAURY TN_360050,34.70520875,-87.11705751,35.672863,-87.01861625,500,ac,default,default,8BR_FERRY_NP_360052-8MAURY_TN_360050
831,8BR FERRY NP_360052,8MONTGOMERY_360044,34.70520875,-87.11705751,36.59438524,-87.25325857,500,ac,default,default,8BR_FERRY_NP_360052-8MONTGOMERY_360044
832,8BR FERRY NP_360052,8PARADIS CC5_360185,34.70520875,-87.11705751,37.25966758,-86.97670194,500,ac,default,default,8BR_FERRY_NP_360052-8PARADIS_CC5_360185
833,8BR FERRY NP_360052,8PARADISE CC_360117,34.70520875,-87.11705751,37.259697,-86.976991,500,ac,default,default,8BR_FERRY_NP_360052-8PARADISE_CC_360117
834,8BR FERRY NP_360052,8PHIPPS B NP_360102,34.70520875,-87.11705751,36.46070569,-82.80788409,500,ac,default,default,8BR_FERRY_NP_360052-8PHIPPS_B_NP_360102
835,8BR FERRY NP_360052,8PIN HOOK TN_360581,34.70520875,-87.11705751,36.04646628,-86.60595108,500,ac,default,default,8BR_FERRY_NP_360052-8PIN_HOOK_TN_360581
836,8BR FERRY NP_360052,8PLATEAU TN_360077,34.70520875,-87.11705751,36.05858036,-85.14194112,500,ac,default,default,8BR_FERRY_NP_360052-8PLATEAU_TN_360077
837,8BR FERRY NP_360052,8RACCOON MTN_360079,34.70520875,-87.11705751,35.05681146,-85.38724619,500,ac,default,default,8BR_FERRY_NP_360052-8RACCOON_MTN_360079
838,8BR FERRY NP_360052,8RUTHERFORD_360010,34.70520875,-87.11705751,35.82791498,-86.59841524,500,ac,default,default,8BR_FERRY_NP_360052-8RUTHERFORD_360010
839,8BR FERRY NP_360052,8SEQUOYAH NP_360081,34.70520875,-87.11705751,35.22706031,-85.09419774,500,ac,default,default,8BR_FERRY_NP_360052-8SEQUOYAH_NP_360081
840,8BR FERRY NP_360052,8SHELBY TN_360021,34.70520875,-87.11705751,35.38606284,-89.80340294,500,ac,default,default,8BR_FERRY_NP_360052-8SHELBY_TN_360021
841,8BR FERRY NP_360052,8TRICO STEEL_360014,34.70520875,-87.11705751,34.60872576,-87.05506218,500,ac,default,default,8BR_FERRY_NP_360052-8TRICO_STEEL_360014
842,8BR FERRY NP_360052,8UNION MS_360033,34.70520875,-87.11705751,34.37783096,-88.85850114,500,ac,default,default,8BR_FERRY_NP_360052-8UNION_MS_360033
843,8BR FERRY NP_360052,8VOLUNTEER_360097,34.70520875,-87.11705751,36.1219789,-83.81482256,500,ac,default,default,8BR_FERRY_NP_360052-8VOLUNTEER_360097
844,8BR FERRY NP_360052,8WEST POINT_360035,34.70520875,-87.11705751,33.63551392,-88.65363834,500,ac,default,default,8BR_FERRY_NP_360052-8WEST_POINT_360035
845,8BR FERRY NP_360052,8WID CRK FP_360065,34.70520875,-87.11705751,34.88726197,-85.75423778,500,ac,default,default,8BR_FERRY_NP_360052-8WID_CRK_FP_360065
846,8BR FERRY NP_360052,8WILSON TN_360071,34.70520875,-87.11705751,36.2052377,-86.46506033,500,ac,default,default,8BR_FERRY_NP_360052-8WILSON_TN_360071
847,8BRADLEY TN_360662,8BULL RUN FP_360093,35.0367008,-84.963798,36.01895969,-84.15785445,500,ac,default,default,8BRADLEY_TN_360662-8BULL_RUN_FP_360093
848,8BRADLEY TN_360662,8CHOCTAW MS_360654,35.0367008,-84.963798,33.2984397,-89.4127739,500,ac,default,default,8BRADLEY_TN_360662-8CHOCTAW_MS_360654
849,8BRADLEY TN_360662,8CLAY_360688,35.0367008,-84.963798,33.47863869,-88.74043971,500,ac,default,default,8BRADLEY_TN_360662-8CLAY_360688
850,8BRADLEY TN_360662,8COGEN CALED_360606,35.0367008,-84.963798,33.64779158,-88.31593565,500,ac,default,default,8BRADLEY_TN_360662-8COGEN_CALED_360606
851,8BRADLEY TN_360662,8CUMBERLAND_360040,35.0367008,-84.963798,36.3921331,-87.65747953,500,ac,default,default,8BRADLEY_TN_360662-8CUMBERLAND_360040
852,8BRADLEY TN_360662,8DAVIDSON TN_360048,35.0367008,-84.963798,36.06703747,-86.9841046,500,ac,default,default,8BRADLEY_TN_360662-8DAVIDSON_TN_360048
853,8BRADLEY TN_360662,8E POINT AL_360058,35.0367008,-84.963798,34.19181783,-86.74805975,500,ac,default,default,8BRADLEY_TN_360662-8E_POINT_AL_360058
854,8BRADLEY TN_360662,8FRANKLIN TN_360069,35.0367008,-84.963798,35.33506701,-86.11727644,500,ac,default,default,8BRADLEY_TN_360662-8FRANKLIN_TN_360069
855,8BRADLEY TN_360662,8GLEASON CT_360582,35.0367008,-84.963798,36.24522988,-88.6114255,500,ac,default,default,8BRADLEY_TN_360662-8GLEASON_CT_360582
856,8BRADLEY TN_360662,8HAYWOOD TN_360542,35.0367008,-84.963798,35.54308246,-89.19654872,500,ac,default,default,8BRADLEY_TN_360662-8HAYWOOD_TN_360542
857,8BRADLEY TN_360662,8HIWASSEE TN_360110,35.0367008,-84.963798,35.60032498,-84.78911434,500,ac,default,default,8BRADLEY_TN_360662-8HIWASSEE_TN_360110
858,8BRADLEY TN_360662,8JACKSON TN_360019,35.0367008,-84.963798,35.70901203,-88.79407261,500,ac,default,default,8BRADLEY_TN_360662-8JACKSON_TN_360019
859,8BRADLEY TN_360662,8JVILLE FP_360037,35.0367008,-84.963798,36.02382902,-87.98154082,500,ac,default,default,8BRADLEY_TN_360662-8JVILLE_FP_360037
860,8BRADLEY TN_360662,8LAG CRK CC_360615,35.0367008,-84.963798,35.65702785,-89.39460044,500,ac,default,default,8BRADLEY_TN_360662-8LAG_CRK_CC_360615
861,8BRADLEY TN_360662,8LAG CRK CT_360568,35.0367008,-84.963798,36.27534882,-88.83423675,500,ac,default,default,8BRADLEY_TN_360662-8LAG_CRK_CT_360568
862,8BRADLEY TN_360662,8LIMESTONE_360088,35.0367008,-84.963798,34.71890958,-86.84630969,500,ac,default,default,8BRADLEY_TN_360662-8LIMESTONE_360088
863,8BRADLEY TN_360662,8MADISON AL_360060,35.0367008,-84.963798,34.79577878,-86.52158584,500,ac,default,default,8BRADLEY_TN_360662-8MADISON_AL_360060
864,8BRADLEY TN_360662,8MAGNOL CC1_360613,35.0367008,-84.963798,34.8287922,-89.20041124,500,ac,default,default,8BRADLEY_TN_360662-8MAGNOL_CC1_360613
865,8BRADLEY TN_360662,8MARSHALL KY_360015,35.0367008,-84.963798,37.02455006,-88.39384277,500,ac,default,default,8BRADLEY_TN_360662-8MARSHALL_KY_360015
866,8BRADLEY TN_360662,8MAURY TN_360050,35.0367008,-84.963798,35.672863,-87.01861625,500,ac,default,default,8BRADLEY_TN_360662-8MAURY_TN_360050
867,8BRADLEY TN_360662,8MONTGOMERY_360044,35.0367008,-84.963798,36.59438524,-87.25325857,500,ac,default,default,8BRADLEY_TN_360662-8MONTGOMERY_360044
868,8BRADLEY TN_360662,8PARADIS CC5_360185,35.0367008,-84.963798,37.25966758,-86.97670194,500,ac,default,default,8BRADLEY_TN_360662-8PARADIS_CC5_360185
869,8BRADLEY TN_360662,8PARADISE CC_360117,35.0367008,-84.963798,37.259697,-86.976991,500,ac,default,default,8BRADLEY_TN_360662-8PARADISE_CC_360117
870,8BRADLEY TN_360662,8PHIPPS B NP_360102,35.0367008,-84.963798,36.46070569,-82.80788409,500,ac,default,default,8BRADLEY_TN_360662-8PHIPPS_B_NP_360102
871,8BRADLEY TN_360662,8PIN HOOK TN_360581,35.0367008,-84.963798,36.04646628,-86.60595108,500,ac,default,default,8BRADLEY_TN_360662-8PIN_HOOK_TN_360581
872,8BRADLEY TN_360662,8PLATEAU TN_360077,35.0367008,-84.963798,36.05858036,-85.14194112,500,ac,default,default,8BRADLEY_TN_360662-8PLATEAU_TN_360077
873,8BRADLEY TN_360662,8RACCOON MTN_360079,35.0367008,-84.963798,35.05681146,-85.38724619,500,ac,default,default,8BRADLEY_TN_360662-8RACCOON_MTN_360079
874,8BRADLEY TN_360662,8RUTHERFORD_360010,35.0367008,-84.963798,35.82791498,-86.59841524,500,ac,default,default,8BRADLEY_TN_360662-8RUTHERFORD_360010
875,8BRADLEY TN_360662,8SEQUOYAH NP_360081,35.0367008,-84.963798,35.22706031,-85.09419774,500,ac,default,default,8BRADLEY_TN_360662-8SEQUOYAH_NP_360081
876,8BRADLEY TN_360662,8SHELBY TN_360021,35.0367008,-84.963798,35.38606284,-89.80340294,500,ac,default,default,8BRADLEY_TN_360662-8SHELBY_TN_360021
877,8BRADLEY TN_360662,8TRICO STEEL_360014,35.0367008,-84.963798,34.60872576,-87.05506218,500,ac,default,default,8BRADLEY_TN_360662-8TRICO_STEEL_360014
878,8BRADLEY TN_360662,8UNION MS_360033,35.0367008,-84.963798,34.37783096,-88.85850114,500,ac,default,default,8BRADLEY_TN_360662-8UNION_MS_360033
879,8BRADLEY TN_360662,8VOLUNTEER_360097,35.0367008,-84.963798,36.1219789,-83.81482256,500,ac,default,default,8BRADLEY_TN_360662-8VOLUNTEER_360097
880,8BRADLEY TN_360662,8WEST POINT_360035,35.0367008,-84.963798,33.63551392,-88.65363834,500,ac,default,default,8BRADLEY_TN_360662-8WEST_POINT_360035
881,8BRADLEY TN_360662,8WID CRK FP_360065,35.0367008,-84.963798,34.88726197,-85.75423778,500,ac,default,default,8BRADLEY_TN_360662-8WID_CRK_FP_360065
882,8BRADLEY TN_360662,8WILSON TN_360071,35.0367008,-84.963798,36.2052377,-86.46506033,500,ac,default,default,8BRADLEY_TN_360662-8WILSON_TN_360071
883,8BULL RUN FP_360093,8CHOCTAW MS_360654,36.01895969,-84.15785445,33.2984397,-89.4127739,500,ac,default,default,8BULL_RUN_FP_360093-8CHOCTAW_MS_360654
884,8BULL RUN FP_360093,8CLAY_360688,36.01895969,-84.15785445,33.47863869,-88.74043971,500,ac,default,default,8BULL_RUN_FP_360093-8CLAY_360688
885,8BULL RUN FP_360093,8COGEN CALED_360606,36.01895969,-84.15785445,33.64779158,-88.31593565,500,ac,default,default,8BULL_RUN_FP_360093-8COGEN_CALED_360606
886,8BULL RUN FP_360093,8CUMBERLAND_360040,36.01895969,-84.15785445,36.3921331,-87.65747953,500,ac,default,default,8BULL_RUN_FP_360093-8CUMBERLAND_360040
887,8BULL RUN FP_360093,8DAVIDSON TN_360048,36.01895969,-84.15785445,36.06703747,-86.9841046,500,ac,default,default,8BULL_RUN_FP_360093-8DAVIDSON_TN_360048
888,8BULL RUN FP_360093,8E POINT AL_360058,36.01895969,-84.15785445,34.19181783,-86.74805975,500,ac,default,default,8BULL_RUN_FP_360093-8E_POINT_AL_360058
889,8BULL RUN FP_360093,8FRANKLIN TN_360069,36.01895969,-84.15785445,35.33506701,-86.11727644,500,ac,default,default,8BULL_RUN_FP_360093-8FRANKLIN_TN_360069
890,8BULL RUN FP_360093,8GLEASON CT_360582,36.01895969,-84.15785445,36.24522988,-88.6114255,500,ac,default,default,8BULL_RUN_FP_360093-8GLEASON_CT_360582
891,8BULL RUN FP_360093,8HAYWOOD TN_360542,36.01895969,-84.15785445,35.54308246,-89.19654872,500,ac,default,default,8BULL_RUN_FP_360093-8HAYWOOD_TN_360542
892,8BULL RUN FP_360093,8HIWASSEE TN_360110,36.01895969,-84.15785445,35.60032498,-84.78911434,500,ac,default,default,8BULL_RUN_FP_360093-8HIWASSEE_TN_360110
893,8BULL RUN FP_360093,8JACKSON TN_360019,36.01895969,-84.15785445,35.70901203,-88.79407261,500,ac,default,default,8BULL_RUN_FP_360093-8JACKSON_TN_360019
894,8BULL RUN FP_360093,8JVILLE FP_360037,36.01895969,-84.15785445,36.02382902,-87.98154082,500,ac,default,default,8BULL_RUN_FP_360093-8JVILLE_FP_360037
895,8BULL RUN FP_360093,8LAG CRK CC_360615,36.01895969,-84.15785445,35.65702785,-89.39460044,500,ac,default,default,8BULL_RUN_FP_360093-8LAG_CRK_CC_360615
896,8BULL RUN FP_360093,8LAG CRK CT_360568,36.01895969,-84.15785445,36.27534882,-88.83423675,500,ac,default,default,8BULL_RUN_FP_360093-8LAG_CRK_CT_360568
897,8BULL RUN FP_360093,8LIMESTONE_360088,36.01895969,-84.15785445,34.71890958,-86.84630969,500,ac,default,default,8BULL_RUN_FP_360093-8LIMESTONE_360088
898,8BULL RUN FP_360093,8MADISON AL_360060,36.01895969,-84.15785445,34.79577878,-86.52158584,500,ac,default,default,8BULL_RUN_FP_360093-8MADISON_AL_360060
899,8BULL RUN FP_360093,8MAGNOL CC1_360613,36.01895969,-84.15785445,34.8287922,-89.20041124,500,ac,default,default,8BULL_RUN_FP_360093-8MAGNOL_CC1_360613
900,8BULL RUN FP_360093,8MARSHALL KY_360015,36.01895969,-84.15785445,37.02455006,-88.39384277,500,ac,default,default,8BULL_RUN_FP_360093-8MARSHALL_KY_360015
901,8BULL RUN FP_360093,8MAURY TN_360050,36.01895969,-84.15785445,35.672863,-87.01861625,500,ac,default,default,8BULL_RUN_FP_360093-8MAURY_TN_360050
902,8BULL RUN FP_360093,8MONTGOMERY_360044,36.01895969,-84.15785445,36.59438524,-87.25325857,500,ac,default,default,8BULL_RUN_FP_360093-8MONTGOMERY_360044
903,8BULL RUN FP_360093,8PARADIS CC5_360185,36.01895969,-84.15785445,37.25966758,-86.97670194,500,ac,default,default,8BULL_RUN_FP_360093-8PARADIS_CC5_360185
904,8BULL RUN FP_360093,8PARADISE CC_360117,36.01895969,-84.15785445,37.259697,-86.976991,500,ac,default,default,8BULL_RUN_FP_360093-8PARADISE_CC_360117
905,8BULL RUN FP_360093,8PHIPPS B NP_360102,36.01895969,-84.15785445,36.46070569,-82.80788409,500,ac,default,default,8BULL_RUN_FP_360093-8PHIPPS_B_NP_360102
906,8BULL RUN FP_360093,8PIN HOOK TN_360581,36.01895969,-84.15785445,36.04646628,-86.60595108,500,ac,default,default,8BULL_RUN_FP_360093-8PIN_HOOK_TN_360581
907,8BULL RUN FP_360093,8PLATEAU TN_360077,36.01895969,-84.15785445,36.05858036,-85.14194112,500,ac,default,default,8BULL_RUN_FP_360093-8PLATEAU_TN_360077
908,8BULL RUN FP_360093,8RACCOON MTN_360079,36.01895969,-84.15785445,35.05681146,-85.38724619,500,ac,default,default,8BULL_RUN_FP_360093-8RACCOON_MTN_360079
909,8BULL RUN FP_360093,8RUTHERFORD_360010,36.01895969,-84.15785445,35.82791498,-86.59841524,500,ac,default,default,8BULL_RUN_FP_360093-8RUTHERFORD_360010
910,8BULL RUN FP_360093,8SEQUOYAH NP_360081,36.01895969,-84.15785445,35.22706031,-85.09419774,500,ac,default,default,8BULL_RUN_FP_360093-8SEQUOYAH_NP_360081
911,8BULL RUN FP_360093,8SHELBY TN_360021,36.01895969,-84.15785445,35.38606284,-89.80340294,500,ac,default,default,8BULL_RUN_FP_360093-8SHELBY_TN_360021
912,8BULL RUN FP_360093,8TRICO STEEL_360014,36.01895969,-84.15785445,34.60872576,-87.05506218,500,ac,default,default,8BULL_RUN_FP_360093-8TRICO_STEEL_360014
913,8BULL RUN FP_360093,8UNION MS_360033,36.01895969,-84.15785445,34.37783096,-88.85850114,500,ac,default,default,8BULL_RUN_FP_360093-8UNION_MS_360033
914,8BULL RUN FP_360093,8VOLUNTEER_360097,36.01895969,-84.15785445,36.1219789,-83.81482256,500,ac,default,default,8BULL_RUN_FP_360093-8VOLUNTEER_360097
915,8BULL RUN FP_360093,8WEST POINT_360035,36.01895969,-84.15785445,33.63551392,-88.65363834,500,ac,default,default,8BULL_RUN_FP_360093-8WEST_POINT_360035
916,8BULL RUN FP_360093,8WID CRK FP_360065,36.01895969,-84.15785445,34.88726197,-85.75423778,500,ac,default,default,8BULL_RUN_FP_360093-8WID_CRK_FP_360065
917,8BULL RUN FP_360093,8WILSON TN_360071,36.01895969,-84.15785445,36.2052377,-86.46506033,500,ac,default,default,8BULL_RUN_FP_360093-8WILSON_TN_360071
918,8CHOCTAW MS_360654,8CLAY_360688,33.2984397,-89.4127739,33.47863869,-88.74043971,500,ac,default,default,8CHOCTAW_MS_360654-8CLAY_360688
919,8CHOCTAW MS_360654,8COGEN CALED_360606,33.2984397,-89.4127739,33.64779158,-88.31593565,500,ac,default,default,8CHOCTAW_MS_360654-8COGEN_CALED_360606
920,8CHOCTAW MS_360654,8CUMBERLAND_360040,33.2984397,-89.4127739,36.3921331,-87.65747953,500,ac,default,default,8CHOCTAW_MS_360654-8CUMBERLAND_360040
921,8CHOCTAW MS_360654,8DAVIDSON TN_360048,33.2984397,-89.4127739,36.06703747,-86.9841046,500,ac,default,default,8CHOCTAW_MS_360654-8DAVIDSON_TN_360048
922,8CHOCTAW MS_360654,8E POINT AL_360058,33.2984397,-89.4127739,34.19181783,-86.74805975,500,ac,default,default,8CHOCTAW_MS_360654-8E_POINT_AL_360058
923,8CHOCTAW MS_360654,8FRANKLIN TN_360069,33.2984397,-89.4127739,35.33506701,-86.11727644,500,ac,default,default,8CHOCTAW_MS_360654-8FRANKLIN_TN_360069
924,8CHOCTAW MS_360654,8GLEASON CT_360582,33.2984397,-89.4127739,36.24522988,-88.6114255,500,ac,default,default,8CHOCTAW_MS_360654-8GLEASON_CT_360582
925,8CHOCTAW MS_360654,8HAYWOOD TN_360542,33.2984397,-89.4127739,35.54308246,-89.19654872,500,ac,default,default,8CHOCTAW_MS_360654-8HAYWOOD_TN_360542
926,8CHOCTAW MS_360654,8HIWASSEE TN_360110,33.2984397,-89.4127739,35.60032498,-84.78911434,500,ac,default,default,8CHOCTAW_MS_360654-8HIWASSEE_TN_360110
927,8CHOCTAW MS_360654,8JACKSON TN_360019,33.2984397,-89.4127739,35.70901203,-88.79407261,500,ac,default,default,8CHOCTAW_MS_360654-8JACKSON_TN_360019
928,8CHOCTAW MS_360654,8JVILLE FP_360037,33.2984397,-89.4127739,36.02382902,-87.98154082,500,ac,default,default,8CHOCTAW_MS_360654-8JVILLE_FP_360037
929,8CHOCTAW MS_360654,8LAG CRK CC_360615,33.2984397,-89.4127739,35.65702785,-89.39460044,500,ac,default,default,8CHOCTAW_MS_360654-8LAG_CRK_CC_360615
930,8CHOCTAW MS_360654,8LAG CRK CT_360568,33.2984397,-89.4127739,36.27534882,-88.83423675,500,ac,default,default,8CHOCTAW_MS_360654-8LAG_CRK_CT_360568
931,8CHOCTAW MS_360654,8LIMESTONE_360088,33.2984397,-89.4127739,34.71890958,-86.84630969,500,ac,default,default,8CHOCTAW_MS_360654-8LIMESTONE_360088
932,8CHOCTAW MS_360654,8MADISON AL_360060,33.2984397,-89.4127739,34.79577878,-86.52158584,500,ac,default,default,8CHOCTAW_MS_360654-8MADISON_AL_360060
933,8CHOCTAW MS_360654,8MAGNOL CC1_360613,33.2984397,-89.4127739,34.8287922,-89.20041124,500,ac,default,default,8CHOCTAW_MS_360654-8MAGNOL_CC1_360613
934,8CHOCTAW MS_360654,8MARSHALL KY_360015,33.2984397,-89.4127739,37.02455006,-88.39384277,500,ac,default,default,8CHOCTAW_MS_360654-8MARSHALL_KY_360015
935,8CHOCTAW MS_360654,8MAURY TN_360050,33.2984397,-89.4127739,35.672863,-87.01861625,500,ac,default,default,8CHOCTAW_MS_360654-8MAURY_TN_360050
936,8CHOCTAW MS_360654,8MONTGOMERY_360044,33.2984397,-89.4127739,36.59438524,-87.25325857,500,ac,default,default,8CHOCTAW_MS_360654-8MONTGOMERY_360044
937,8CHOCTAW MS_360654,8PARADIS CC5_360185,33.2984397,-89.4127739,37.25966758,-86.97670194,500,ac,default,default,8CHOCTAW_MS_360654-8PARADIS_CC5_360185
938,8CHOCTAW MS_360654,8PARADISE CC_360117,33.2984397,-89.4127739,37.259697,-86.976991,500,ac,default,default,8CHOCTAW_MS_360654-8PARADISE_CC_360117
939,8CHOCTAW MS_360654,8PHIPPS B NP_360102,33.2984397,-89.4127739,36.46070569,-82.80788409,500,ac,default,default,8CHOCTAW_MS_360654-8PHIPPS_B_NP_360102
940,8CHOCTAW MS_360654,8PIN HOOK TN_360581,33.2984397,-89.4127739,36.04646628,-86.60595108,500,ac,default,default,8CHOCTAW_MS_360654-8PIN_HOOK_TN_360581
941,8CHOCTAW MS_360654,8PLATEAU TN_360077,33.2984397,-89.4127739,36.05858036,-85.14194112,500,ac,default,default,8CHOCTAW_MS_360654-8PLATEAU_TN_360077
942,8CHOCTAW MS_360654,8RACCOON MTN_360079,33.2984397,-89.4127739,35.05681146,-85.38724619,500,ac,default,default,8CHOCTAW_MS_360654-8RACCOON_MTN_360079
943,8CHOCTAW MS_360654,8RUTHERFORD_360010,33.2984397,-89.4127739,35.82791498,-86.59841524,500,ac,default,default,8CHOCTAW_MS_360654-8RUTHERFORD_360010
944,8CHOCTAW MS_360654,8SEQUOYAH NP_360081,33.2984397,-89.4127739,35.22706031,-85.09419774,500,ac,default,default,8CHOCTAW_MS_360654-8SEQUOYAH_NP_360081
945,8CHOCTAW MS_360654,8SHELBY TN_360021,33.2984397,-89.4127739,35.38606284,-89.80340294,500,ac,default,default,8CHOCTAW_MS_360654-8SHELBY_TN_360021
946,8CHOCTAW MS_360654,8TRICO STEEL_360014,33.2984397,-89.4127739,34.60872576,-87.05506218,500,ac,default,default,8CHOCTAW_MS_360654-8TRICO_STEEL_360014
947,8CHOCTAW MS_360654,8UNION MS_360033,33.2984397,-89.4127739,34.37783096,-88.85850114,500,ac,default,default,8CHOCTAW_MS_360654-8UNION_MS_360033
948,8CHOCTAW MS_360654,8VOLUNTEER_360097,33.2984397,-89.4127739,36.1219789,-83.81482256,500,ac,default,default,8CHOCTAW_MS_360654-8VOLUNTEER_360097
949,8CHOCTAW MS_360654,8WEST POINT_360035,33.2984397,-89.4127739,33.63551392,-88.65363834,500,ac,default,default,8CHOCTAW_MS_360654-8WEST_POINT_360035
950,8CHOCTAW MS_360654,8WID CRK FP_360065,33.2984397,-89.4127739,34.88726197,-85.75423778,500,ac,default,default,8CHOCTAW_MS_360654-8WID_CRK_FP_360065
951,8CHOCTAW MS_360654,8WILSON TN_360071,33.2984397,-89.4127739,36.2052377,-86.46506033,500,ac,default,default,8CHOCTAW_MS_360654-8WILSON_TN_360071
952,8CLAY_360688,8COGEN CALED_360606,33.47863869,-88.74043971,33.64779158,-88.31593565,500,ac,default,default,8CLAY_360688-8COGEN_CALED_360606
953,8CLAY_360688,8CUMBERLAND_360040,33.47863869,-88.74043971,36.3921331,-87.65747953,500,ac,default,default,8CLAY_360688-8CUMBERLAND_360040
954,8CLAY_360688,8DAVIDSON TN_360048,33.47863869,-88.74043971,36.06703747,-86.9841046,500,ac,default,default,8CLAY_360688-8DAVIDSON_TN_360048
955,8CLAY_360688,8E POINT AL_360058,33.47863869,-88.74043971,34.19181783,-86.74805975,500,ac,default,default,8CLAY_360688-8E_POINT_AL_360058
956,8CLAY_360688,8FRANKLIN TN_360069,33.47863869,-88.74043971,35.33506701,-86.11727644,500,ac,default,default,8CLAY_360688-8FRANKLIN_TN_360069
957,8CLAY_360688,8GLEASON CT_360582,33.47863869,-88.74043971,36.24522988,-88.6114255,500,ac,default,default,8CLAY_360688-8GLEASON_CT_360582
