start_BusName,end_BusName,length_km,voltage,cost,rid,n_cells,cells_outside_region,orig_cost_sum,adj_cost_sum,pct_increase,frac_none,frac_low,frac_medium,frac_high,added_cost,added_cost_pipeline_basis,adj_cost_pipeline_basis
6BATTLFLD GA_361530,6KENSNGTN GA_361503,66.35157138848602,230,86765306.55501786,6BATTLFLD_GA_361530-6KENSNGTN_GA_361503,638,0,151508523.34375,169225057.203125,11.693423886904931,0.4231974921630094,0.40282131661442006,0.050156739811912224,0.1238244514106583,17716533.859375,10145835.082250748,96911141.6372686
6CONCORD TN_361509,6KENSNGTN GA_361503,91.11171424198474,230,112983708.09760846,6CONCORD_TN_361509-6KENSNGTN_GA_361503,904,0,206012643.59375,232648315.71875,12.929144376946411,0.12168141592920353,0.6692477876106194,0.20907079646017698,0.0,26635672.125,14607826.742367491,127591534.83997595
6CENTER PNT_360533,6YOUNG GA_361454,85.98016228714145,230,109928928.7963007,6CENTER_PNT_360533-6YOUNG_GA_361454,830,0,193659674.625,229176496.765625,18.33981297830811,0.08795180722891566,0.463855421686747,0.43493975903614457,0.01325301204819277,35516822.140625,20160759.950299036,130089688.74659973
6LOOPERS FRM_360602,6YOUNG GA_361454,92.73125968493525,230,118964346.17853892,6LOOPERS_FRM_360602-6YOUNG_GA_361454,893,0,208897449.546875,245437434.15625,17.49182897571744,0.12430011198208286,0.4490481522956327,0.4143337066069429,0.012318029115341545,36539984.609375,20809039.975630473,139773386.15416938
6COUNTY LINE_360013,6YOUNG GA_361454,55.47061684419096,230,70349880.5470527,6COUNTY_LINE_360013-6YOUNG_GA_361454,520,0,120484294.84375,134740932.359375,11.832776657002242,0.05384615384615385,0.8288461538461539,0.11730769230769231,0.0,14256637.515625,8324344.2436006125,78674224.7906533
6KENSNGTN GA_361503,6YOUNG GA_361454,8.921240251292508,230,10776981.49344478,6KENSNGTN_GA_361503-6YOUNG_GA_361454,79,0,17631458.671875,19591347.8125,11.115864983714241,0.08860759493670886,0.810126582278481,0.10126582278481013,0.0,1959889.140625,1197954.7121311924,11974936.205575973
6ALPHA GA_361502,6YOUNG GA_361454,104.408967466045,230,127365407.81144145,6ALPHA_GA_361502-6YOUNG_GA_361454,995,0,223699386.234375,255687122.453125,14.299429585933554,0.062311557788944726,0.6874371859296482,0.25025125628140704,0.0,31987736.21875,18212526.806834184,145577934.61827564
6CLOUDLANDGA_361633,6YOUNG GA_361454,27.896896090313444,230,35939130.49763468,6CLOUDLANDGA_361633-6YOUNG_GA_361454,277,0,65021532.546875,73781866.90625,13.472974284418072,0.22743682310469315,0.48736462093862815,0.2851985559566787,0.0,8760334.359375,4842069.809989773,40781200.30762445
6ROCK SPG GA_361500,6YOUNG GA_361454,10.661025971044415,230,12728584.828059405,6ROCK_SPG_GA_361500-6YOUNG_GA_361454,112,0,24767861.015625,30332220.234375,22.466046685418984,0.008928571428571428,0.36607142857142855,0.625,0.0,5564359.21875,2859609.8098649834,15588194.637924388
6WID CRK FP_360068,6YOUNG GA_361454,61.04687009376013,230,77171201.65887958,6WID_CRK_FP_360068-6YOUNG_GA_361454,589,0,136500640.0,151305127.46875,10.845727513621917,0.3904923599320883,0.38030560271646857,0.22920203735144312,0.0,14804487.46875,8369778.250909755,85540979.90978934
6WRINGOLD GA_361504,6YOUNG GA_361454,63.776655813512036,230,78318264.95403785,6WRINGOLD_GA_361504-6YOUNG_GA_361454,633,0,143043100.34375,155875315.3125,8.970873071062236,0.1627172195892575,0.8072669826224329,0.030015797788309637,0.0,12832214.96875,7025832.140484954,85344097.0945228
6BATTLFLD GA_361530,6YOUNG GA_361454,66.05598697621444,230,86632200.48229823,6BATTLFLD_GA_361530-6YOUNG_GA_361454,643,0,153061198.15625,175649856.90625,14.757926255706376,0.3203732503888025,0.401244167962675,0.15552099533437014,0.12286158631415241,22588658.75,12785116.260873275,99417316.7431715
6S HAVEN CC_360594,6YOUNG GA_361454,519.2712659927569,230,616887067.7062453,6S_HAVEN_CC_360594-6YOUNG_GA_361454,5168,0,1138499275.921875,1444338749.078125,26.863387586136422,0.1755030959752322,0.2209752321981424,0.27592879256965946,0.32759287925696595,305839473.15625,165716763.9666805,782603831.6729258
6CONCORD TN_361509,6YOUNG GA_361454,85.48913631609705,230,105630466.07762961,6CONCORD_TN_361509-6YOUNG_GA_361454,832,0,188944634.609375,210104751.421875,11.19910965254267,0.15745192307692307,0.6983173076923077,0.14423076923076922,0.0,21160116.8125,11829671.72252563,117460137.80015524
6CENTER PNT_360533,6ROCK SPG GA_361500,95.3556038459143,230,121120943.92475398,6CENTER_PNT_360533-6ROCK_SPG_GA_361500,935,0,216949239.25,258518587.59375,19.160863844213736,0.05026737967914439,0.4770053475935829,0.46096256684491976,0.011764705882352941,41569348.34375,23207819.152248576,144328763.07700256
6LOOPERS FRM_360602,6ROCK SPG GA_361500,102.1067012437081,230,130156361.3069922,6LOOPERS_FRM_360602-6ROCK_SPG_GA_361500,998,0,232187014.171875,274779524.984375,18.344053806976103,0.08517034068136273,0.46292585170340683,0.4408817635270541,0.011022044088176353,42592510.8125,23875952.951356873,154032314.25834906
