start_BusName,end_BusName,start_lat,start_lon,end_lat,end_lon,length_km,voltage,cost_before_penalty,cost_after_penalty,added_cost,pct_increase
8BENTON MS_360612,8DAVIDSON TN_360048,35.17466126,-89.74553609,36.06703747,-86.9841046,295.774,500,721541769.9293933,1028016605.7795422,306474835.850149,42.475
8ANDERSON TN_360120,8DAVIDSON TN_360048,35.94503289,-84.38856432,36.06703747,-86.9841046,291.519,500,736341736.1856409,824084461.6484978,87742725.4628569,11.916
8BULL RUN FP_360093,8DAVIDSON TN_360048,36.01895969,-84.15785445,36.06703747,-86.9841046,381.729,500,959004175.5537817,1065054211.8636954,106050036.30991362,11.058
8CUMBERLAND_360040,8DAVIDSON TN_360048,36.3921331,-87.65747953,36.06703747,-86.9841046,80.31,500,197719416.35048756,288777082.41969734,91057666.06920978,46.054
7SHAWNEE FP_360002,8DAVIDSON TN_360048,37.150267,-88.778122,36.06703747,-86.9841046,277.736,500,671210840.7063993,863448862.9282385,192238022.22183922,28.64
8ACKERMAN CC_360627,8BR FERRY NP_360052,33.38593855,-89.20997726,34.70520875,-87.11705751,279.995,500,682223902.7658104,855765952.2289486,173542049.46313816,25.438
6CENTER PNT_360533,8BR FERRY NP_360052,34.6665318,-84.97089121,34.70520875,-87.11705751,272.518,500,680961955.0832074,749249387.1303295,68287432.04712208,10.028
6LOOPERS FRM_360602,8BR FERRY NP_360052,34.708916,-84.922795,34.70520875,-87.11705751,279.27,500,699101778.5369401,768620783.4333295,69519004.89638934,9.944
6COUNTY LINE_360013,8BR FERRY NP_360052,34.74311084,-85.00751569,34.70520875,-87.11705751,245.763,500,617119648.4527452,663378580.5672241,46258932.11447889,7.496
6YOUNG GA_361454,8BR FERRY NP_360052,34.75072952,-85.27349349,34.70520875,-87.11705751,211.866,500,530240910.73846656,569290016.3211352,39049105.58266859,7.364
6KENSNGTN GA_361503,8BR FERRY NP_360052,34.81265905,-85.32344844,34.70520875,-87.11705751,212.065,500,530769591.76954836,567678509.5714318,36908917.80188343,6.954
6ALPHA GA_361502,8BR FERRY NP_360052,34.813027,-84.853226,34.70520875,-87.11705751,298.34,500,745196572.2623761,820516994.8994813,75320422.63710529,10.107
6CLOUDLANDGA_361633,8BR FERRY NP_360052,34.81849122,-85.5353055,34.70520875,-87.11705751,185.968,500,464174271.8617565,490586152.0760357,26411880.214279152,5.69
6ROCK SPG GA_361500,8BR FERRY NP_360052,34.83897801,-85.28020801,34.70520875,-87.11705751,216.104,500,539982407.9764328,579013883.0942413,39031475.11780846,7.228
6WID CRK FP_360068,8BR FERRY NP_360052,34.88515896,-85.75604163,34.70520875,-87.11705751,160.673,500,400843599.66358525,417508305.12725425,16664705.46366899,4.157
6WRINGOLD GA_361504,8BR FERRY NP_360052,34.89324284,-85.13750475,34.70520875,-87.11705751,253.995,500,634374558.5039443,678341204.4333543,43966645.92940995,6.931
6BATTLFLD GA_361530,8BR FERRY NP_360052,34.9555953,-85.26465286,34.70520875,-87.11705751,203.209,500,518633298.6355768,560144526.432142,41511227.7965652,8.004
6S HAVEN CC_360594,8BR FERRY NP_360052,34.99627529,-90.0485284,34.70520875,-87.11705751,320.826,500,782372833.9810385,1081351100.0468404,298978266.0658019,38.214
6CONCORD TN_361509,8BR FERRY NP_360052,34.99679719,-85.1610968,34.70520875,-87.11705751,275.782,500,689945607.6100473,743714843.4469086,53769235.83686123,7.793
8BENTON MS_360612,8BR FERRY NP_360052,35.17466126,-89.74553609,34.70520875,-87.11705751,281.047,500,681505956.3236476,944552538.8372884,263046582.51364076,38.598
8ANDERSON TN_360120,8BR FERRY NP_360052,35.94503289,-84.38856432,34.70520875,-87.11705751,322.53,500,793303512.7463707,837548955.0096389,44245442.26326826,5.577
7SHAWNEE FP_360002,8BR FERRY NP_360052,37.150267,-88.778122,34.70520875,-87.11705751,354.632,500,848091553.6458982,1086175289.7528708,238083736.1069726,28.073
8CHOCTAW MS_360654,8CUMBERLAND_360040,33.2984397,-89.4127739,36.3921331,-87.65747953,422.223,500,1014271767.6210799,1421361662.7582607,407089895.1371807,40.136
8ACKERMAN CC_360627,8CUMBERLAND_360040,33.38593855,-89.20997726,36.3921331,-87.65747953,402.881,500,969901437.4944185,1356714199.6764016,386812762.1819832,39.882
8CLAY_360688,8CUMBERLAND_360040,33.47863869,-88.74043971,36.3921331,-87.65747953,374.384,500,901460429.5376737,1250441404.6362479,348980975.0985742,38.713
8COGEN CALED_360606,8CUMBERLAND_360040,33.64779158,-88.31593565,36.3921331,-87.65747953,339.784,500,819264877.9633045,1118454267.9779608,299189390.01465625,36.519
