start_BusName,end_BusName,length_km,voltage,cost,rid,n_cells,cells_outside_region,orig_cost_sum,adj_cost_sum,pct_increase,frac_none,frac_low,frac_medium,frac_high,added_cost,added_cost_pipeline_basis,adj_cost_pipeline_basis
8COGEN CALED_360606,8E POINT AL_360058,189.3991297531865,500,458553753.4191532,8COGEN_CALED_360606-8E_POINT_AL_360058,1813,0,395249337.5,418300286.265625,5.83200187290005,0.4881412024269167,0.4738003309431881,0.038058466629895205,0.0,23050948.765625,26742863.48765849,485296616.9068117
6CENTER PNT_360533,8E POINT AL_360058,223.40232452326512,500,549750354.1170638,6CENTER_PNT_360533-8E_POINT_AL_360058,2103,0,465913898.390625,467338587.15625,0.3057837017840015,0.9695672848311936,0.030432715168806468,0.0,0.0,1424688.765625,1681046.9833898144,551431401.1004536
8BR FERRY NP_360052,8E POINT AL_360058,144.9192986032385,500,352768907.8222916,8BR_FERRY_NP_360052-8E_POINT_AL_360058,1366,0,299500193.6875,318286110.046875,6.272422107004161,0.47218155197657397,0.4773060029282577,0.050512445095168376,0.0,18785916.359375,22127154.96088255,374896062.78317416
6LOOPERS FRM_360602,8E POINT AL_360058,230.1534219210589,500,567890177.5707965,6LOOPERS_FRM_360602-8E_POINT_AL_360058,2166,0,481151673.3125,482576362.078125,0.29609972169828414,0.9704524469067405,0.029547553093259463,0.0,0.0,1424688.765625,1681521.23533902,569571698.8061355
6COUNTY LINE_360013,8E POINT AL_360058,212.16466217235143,500,529943341.0266801,6COUNTY_LINE_360013-8E_POINT_AL_360058,1945,0,437210890.875,437210890.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,529943341.0266801
6YOUNG GA_361454,8E POINT AL_360058,182.59724009823913,500,454037633.0759281,6YOUNG_GA_361454-8E_POINT_AL_360058,1626,0,363818658.40625,364417527.53125,0.164606490393715,0.9833948339483395,0.016605166051660517,0.0,0.0,598869.125,747375.4128729786,454785008.48880106
6KENSNGTN GA_361503,8E POINT AL_360058,182.79642840744282,500,454566314.10700995,6KENSNGTN_GA_361503-8E_POINT_AL_360058,1622,0,362839106.171875,363437975.296875,0.16505087649409944,0.9833538840937115,0.016646115906288533,0.0,0.0,598869.125,750265.6856805411,455316579.7926905
6ALPHA GA_361502,8E POINT AL_360058,249.22392190830442,500,613984971.2962325,6ALPHA_GA_361502-8E_POINT_AL_360058,2346,0,520384686.234375,521809375.0,0.27377607437575335,0.9727195225916454,0.027280477408354646,0.0,0.0,1424688.765625,1680943.9516719214,615665915.2479044
6CLOUDLANDGA_361633,8E POINT AL_360058,164.2930647873121,500,405240325.6063286,6CLOUDLANDGA_361633-8E_POINT_AL_360058,1457,0,323493370.03125,323493370.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,405240325.6063286
6ROCK SPG GA_361500,8E POINT AL_360058,186.8347335991008,500,463779130.3138944,6ROCK_SPG_GA_361500-8E_POINT_AL_360058,1659,0,370401040.5,370999909.625,0.16168127502871332,0.9837251356238698,0.0162748643761302,0.0,0.0,598869.125,749844.0112085823,464528974.325103
6WID CRK FP_360068,8E POINT AL_360058,149.76294793036666,500,362866363.8876523,6WID_CRK_FP_360068-8E_POINT_AL_360058,1361,0,296794094.078125,296794094.078125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,362866363.8876523
6WRINGOLD GA_361504,8E POINT AL_360058,220.39614270044535,500,547198251.0778792,6WRINGOLD_GA_361504-8E_POINT_AL_360058,2058,0,459920209.828125,459920209.828125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,547198251.0778792
6BATTLFLD GA_361530,8E POINT AL_360058,200.76289593726003,500,502365436.0638157,6BATTLFLD_GA_361530-8E_POINT_AL_360058,1815,0,409263061.265625,409933571.46875,0.16383355024796042,0.984573002754821,0.015426997245179064,0.0,0.0,670510.203125,823043.129121997,503188479.19293773
6S HAVEN CC_360594,8E POINT AL_360058,397.2979543657327,500,973161311.0698358,6S_HAVEN_CC_360594-8E_POINT_AL_360058,3966,0,874950024.46875,1050539646.109375,20.06853154238599,0.2528996469994957,0.3048411497730711,0.26374180534543623,0.17851739788199697,175589621.640625,195299184.67034703,1168460495.7401829
6CONCORD TN_361509,8E POINT AL_360058,242.1831816442575,500,602769300.1839823,6CONCORD_TN_361509-8E_POINT_AL_360058,2257,0,505671230.640625,505671230.640625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,602769300.1839823
